game_id,agent1_points,agent2_points,first_player,point_differential
410,74,46,1,28
411,36,84,0,-48
412,49,71,0,-22
413,25,95,1,-70
414,37,83,0,-46
415,71,49,0,22
416,20,100,1,-80
417,20,100,0,-80
418,50,70,1,-20
419,25,95,0,-70
420,82,38,0,44
421,50,70,1,-20
422,12,108,0,-96
423,56,64,1,-8
424,56,64,0,-8
425,74,46,0,28
426,59,61,0,-2
427,44,76,0,-32
428,69,51,0,18
429,54,66,1,-12
430,49,71,1,-22
431,7,113,1,-106
432,50,70,0,-20
433,64,56,0,8
434,53,67,0,-14
435,37,83,1,-46
436,16,104,0,-88
437,36,84,1,-48
438,102,18,1,84
439,61,59,0,2
440,47,73,1,-26
441,47,73,0,-26
442,45,75,0,-30
443,15,105,0,-90
444,57,63,1,-6
445,79,41,0,38
446,13,107,1,-94
447,56,64,1,-8
448,48,72,0,-24
449,35,85,0,-50
450,10,110,0,-100
451,58,62,0,-4
452,61,59,0,2
453,58,62,1,-4
454,2,118,1,-116
455,68,52,0,16
456,72,48,1,24
457,71,49,0,22
458,107,13,0,94
459,45,75,1,-30
460,28,92,1,-64
461,63,57,1,6
462,11,109,0,-98
463,73,47,1,26
464,51,69,0,-18
465,28,92,1,-64
466,15,105,1,-90
467,5,115,1,-110
468,19,101,1,-82
469,29,91,1,-62
470,57,63,0,-6
471,52,68,1,-16
472,22,98,0,-76
473,59,61,0,-2
474,28,92,0,-64
475,36,84,1,-48
476,55,65,1,-10
477,47,73,1,-26
478,34,86,1,-52
479,26,94,0,-68
480,32,88,0,-56
481,31,89,0,-58
482,36,84,1,-48
483,57,63,0,-6
484,26,94,1,-68
485,32,88,0,-56
486,39,81,0,-42
487,22,98,0,-76
488,77,43,0,34
489,30,90,1,-60
490,43,77,1,-34
491,35,85,1,-50
492,56,64,1,-8
493,37,83,1,-46
494,17,103,0,-86
495,50,70,1,-20
496,60,60,1,0
497,39,81,1,-42
498,27,93,1,-66
499,20,100,0,-80
500,32,88,0,-56
501,26,94,0,-68
502,55,65,0,-10
503,76,44,1,32
504,40,80,1,-40
505,9,111,0,-102
